director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,movie_facebook_likes,NumberedGenre,NumberedRating,SimpleScore
Mark Neveldine,150.0,96.0,83.0,26000.0,13630226.0,Sci-Fi,Jason Statham,Crank: High Voltage ,112516,30541,223.0,English,USA,R,20000000.0,2009.0,6.2,0,6,4,3
Woody Allen,67.0,98.0,11000.0,1000.0,13383737.0,Crime,Jim Broadbent,Bullets Over Broadway ,29385,4302,86.0,English,USA,R,20000000.0,1994.0,7.5,979,16,4,4
Michael O. Sajbel,36.0,123.0,6.0,541.0,13391174.0,Drama,James Callis,One Night with the King ,5796,908,177.0,English,USA,PG,20000000.0,2006.0,6.3,0,9,3,3
Gore Verbinski,156.0,102.0,563.0,12000.0,12469811.0,Drama,Nicolas Cage,The Weather Man ,69172,13156,316.0,English,USA,R,22000000.0,2005.0,6.6,0,9,4,3
Walter Hill,64.0,94.0,394.0,922.0,12398628.0,Sport,Fisher Stevens,Undisputed ,21542,2880,88.0,English,USA,R,20000000.0,2002.0,6.1,977,18,4,3
David Koepp,210.0,102.0,192.0,346.0,13214030.0,Fantasy,Aasif Mandvi,Ghost Town ,60516,500,147.0,English,USA,PG-13,20000000.0,2008.0,6.7,0,13,1,3
Renny Harlin,113.0,108.0,212.0,969.0,12232937.0,Action,Taylor Cole,12 Rounds ,22823,2799,113.0,English,USA,PG-13,22000000.0,2009.0,5.6,0,10,1,3
Charles T. Kanganis,5.0,93.0,18.0,400.0,11784000.0,Action,Victor Wong,3 Ninjas Kick Back ,6701,1151,26.0,English,USA,PG,20000000.0,1994.0,4.3,444,10,3,2
John Hillcoat,214.0,115.0,214.0,14000.0,12626905.0,Action,Kate Winslet,Triple 9 ,32567,27214,106.0,English,USA,R,20000000.0,2016.0,6.3,0,10,4,3
Woody Allen,104.0,96.0,11000.0,11000.0,10569071.0,Comedy,Woody Allen,Deconstructing Harry ,35586,11867,131.0,English,USA,R,20000000.0,1997.0,7.4,0,12,4,3
John Wells,175.0,101.0,53.0,14000.0,13650738.0,Comedy,Bradley Cooper,Burnt ,61360,16926,129.0,English,USA,R,20000000.0,2015.0,6.6,25000,12,4,3
Neil Jordan,20.0,106.0,277.0,22000.0,10555348.0,Crime,Robert De Niro,We're No Angels ,17349,24887,42.0,English,USA,PG-13,20000000.0,1989.0,6.0,855,16,1,3
Woody Allen,69.0,101.0,11000.0,1000.0,9714482.0,Musical,Natasha Lyonne,Everyone Says I Love You ,30083,1614,140.0,English,USA,R,20000000.0,1996.0,6.8,0,17,4,3
Frank Oz,168.0,87.0,0.0,22000.0,8579684.0,Comedy,Peter Dinklage,Death at a Funeral ,89547,24324,199.0,English,USA,R,9000000.0,2007.0,7.4,0,12,4,3
James Wan,166.0,111.0,0.0,856.0,9525276.0,Crime,Aisha Tyler,Death Sentence ,60156,3309,299.0,English,USA,R,20000000.0,2007.0,6.8,0,16,4,3
Kirk Jones,160.0,99.0,52.0,22000.0,8855646.0,Drama,Robert De Niro,Everybody's Fine ,49855,23409,117.0,English,USA,PG-13,21000000.0,2009.0,7.2,10000,9,1,3
Les Mayfield,53.0,91.0,10.0,716.0,8104069.0,Action,Callum Rennie,Code Name: The Cleaner ,9785,2700,26.0,English,USA,PG-13,20000000.0,2007.0,4.5,233,10,1,2
Michael Lembeck,76.0,108.0,54.0,786.0,8054280.0,Crime,Debbie Reynolds,Connie and Carla ,6838,2730,117.0,English,USA,PG-13,20000000.0,2004.0,6.3,924,16,1,3
Bob Fosse,15.0,154.0,189.0,683.0,48468407.52680933,Musical,Sammy Davis Jr.,Sweet Charity ,3454,2172,64.0,English,USA,G,20000000.0,1969.0,7.0,548,17,6,3
Paul Thomas Anderson,401.0,148.0,0.0,204.0,8093318.0,Crime,Martin Dew,Inherent Vice ,61935,707,242.0,English,USA,R,20000000.0,2014.0,6.7,18000,16,4,3
Dave Borthwick,31.0,77.0,3.0,787.0,7382993.0,Animation,Jimmy Fallon,Doogal ,3851,2185,114.0,English,USA,G,20000000.0,2006.0,2.8,346,7,6,2
Benson Lee,65.0,110.0,9.0,997.0,8888355.0,Drama,Chris Brown,Battle of the Year ,7894,3177,25.0,English,USA,PG-13,20000000.0,2013.0,5.0,0,9,1,3
David Zucker,45.0,83.0,119.0,885.0,7001720.0,Fantasy,Chriss Anglin,An American Carol ,8560,2907,205.0,English,USA,PG-13,12000000.0,2008.0,4.3,797,13,1,2
Fred Wolf,58.0,87.0,29.0,1000.0,6563357.0,Comedy,Kevin Alejandro,Strange Wilderness ,18571,4218,120.0,English,USA,R,20000000.0,2008.0,5.3,847,12,4,3
Richard Linklater,232.0,100.0,0.0,21000.0,5480996.0,Thriller,Robert Downey Jr.,A Scanner Darkly ,89383,39507,293.0,English,USA,R,8700000.0,2006.0,7.1,0,14,4,3
Michael Apted,116.0,116.0,150.0,18000.0,6002756.0,Drama,Gerard Butler,Chasing Mavericks ,24997,21200,75.0,English,USA,PG,20000000.0,2012.0,7.2,13000,9,3,3
Todd Graff,79.0,111.0,650.0,690.0,5205343.0,Comedy,Scott Porter,Bandslam ,11958,1573,39.0,English,USA,PG,20000000.0,2009.0,6.4,1000,12,3,3
Jonathan Glazer,167.0,100.0,143.0,829.0,5005883.0,Drama,Cameron Bright,Birth ,29649,2295,361.0,English,USA,R,20000000.0,2004.0,6.1,0,9,4,3
J.C. Chandor,350.0,125.0,78.0,1000.0,5749134.0,Action,David Oyelowo,A Most Violent Year ,45799,3979,180.0,English,USA,R,20000000.0,2014.0,7.0,0,10,4,3
Marc Abraham,99.0,119.0,18.0,20.0,4234040.0,Biography,Dylan Authors,Flash of Genius ,14301,64,45.0,English,USA,PG-13,20000000.0,2008.0,7.0,0,1,1,3
Todd Haynes,231.0,135.0,162.0,23000.0,4001121.0,Drama,Christian Bale,I'm Not There. ,48346,36398,230.0,English,USA,R,20000000.0,2007.0,7.0,0,9,4,3
Mabrouk El Mechri,119.0,93.0,19.0,15000.0,3749061.0,Thriller,Henry Cavill,The Cold Light of Day ,28629,30134,113.0,English,USA,PG-13,20000000.0,2012.0,4.9,0,14,1,2
Rian Johnson,182.0,114.0,0.0,975.0,3519627.0,Drama,Zachary Gordon,The Brothers Bloom ,41737,3014,105.0,English,USA,PG-13,20000000.0,2008.0,6.9,0,9,1,3
Charlie Kaufman,245.0,124.0,0.0,22000.0,3081925.0,Drama,Philip Seymour Hoffman,"Synecdoche, New York ",55842,24732,274.0,English,USA,R,21000000.0,2008.0,7.5,13000,9,4,4
Nancy Walker,26.0,124.0,42.0,801.0,2000000.0,Musical,Steve Guttenberg,Can't Stop the Music ,2998,1462,74.0,English,USA,PG,20000000.0,1980.0,4.5,1000,17,3,2
Angelo Pizzo,27.0,118.0,14.0,2000.0,2246000.0,Drama,Donny Boaz,Courage ,2302,3384,20.0,English,USA,PG,20000000.0,2015.0,7.0,0,9,3,3
Richard Benjamin,28.0,80.0,121.0,836.0,1646664.0,Music,Damon Wayans,Marci X ,4518,2467,66.0,English,USA,R,20000000.0,2003.0,2.8,241,5,4,2
Kurt Wimmer,146.0,107.0,110.0,23000.0,1190018.0,Sci-Fi,Christian Bale,Equilibrium ,261317,25088,1137.0,English,USA,R,20000000.0,2002.0,7.5,20000,6,4,4
James Gray,93.0,115.0,115.0,9000.0,882710.0,Romance,Charlize Theron,The Yards ,16215,11433,138.0,English,USA,R,24000000.0,2000.0,6.4,401,3,4,3
Matthew Diamond,28.0,88.0,12.0,979.0,1064277.0,Adventure,Chazz Palminteri,The Oogieloves in the Big Balloon Adventure ,14015,1978,83.0,English,USA,G,20000000.0,2012.0,6.7,831,20,6,3
Angelina Jolie Pitt,131.0,122.0,11000.0,11000.0,531009.0,Romance,Brad Pitt,By the Sea ,7976,22319,61.0,English,USA,R,10000000.0,2015.0,5.3,0,3,4,3
David Anspaugh,21.0,101.0,25.0,18000.0,375474.0,History,Gerard Butler,The Game of Their Lives ,2613,20354,46.0,English,USA,PG,20000000.0,2005.0,6.2,445,19,3,3
Andrew Jarecki,140.0,101.0,46.0,33000.0,578382.0,Drama,Ryan Gosling,All Good Things ,41249,39515,67.0,English,USA,R,39752620.43638761,2010.0,6.3,0,9,4,3
Kevin Reynolds,9.0,107.0,58.0,699.0,305070.0,Adventure,Esai Morales,Rapa Nui ,3843,1592,25.0,English,USA,R,20000000.0,1994.0,6.4,399,20,4,3
Kevin Munroe,138.0,107.0,14.0,403.0,1183354.0,Fantasy,Marco St. John,Dylan Dog: Dead of Night ,13026,1577,75.0,English,USA,PG-13,20000000.0,2010.0,5.1,0,13,1,3
Daniel Algrant,42.0,100.0,3.0,14000.0,121972.0,Drama,Al Pacino,People I Know ,9868,15612,81.0,English,USA,R,22000000.0,2002.0,5.5,217,9,4,3
Julie Taymor,92.0,110.0,278.0,3000.0,263365.0,Fantasy,Djimon Hounsou,The Tempest ,6147,3785,36.0,English,USA,PG-13,20000000.0,2010.0,5.4,0,13,1,3
Tom Walsh,2.0,98.0,2.0,729.0,48468407.52680933,Animation,Joey D. Vieira,Dwegons and Leprechauns ,50,1092,3.0,English,USA,PG,20000000.0,2014.0,4.8,70,7,3,2
James McTeigue,64.0,96.0,160.0,14000.0,48468407.52680933,Thriller,Milla Jovovich,Survivor ,21833,17957,101.0,English,USA,PG-13,20000000.0,2015.0,5.6,0,14,1,3
Scott Walker,120.0,105.0,17.0,12000.0,48468407.52680933,Mystery,Nicolas Cage,The Frozen Ground ,43879,16355,133.0,English,USA,R,27220000.0,2013.0,6.4,11000,0,4,3
Kevin Costner,92.0,236.0,0.0,933.0,184208848.0,Drama,Mary McDonnell,Dances with Wolves ,186485,2398,382.0,English,USA,PG-13,22000000.0,1990.0,8.0,0,9,1,4
Jake Kasdan,286.0,97.0,52.0,3000.0,100292856.0,Comedy,Justin Timberlake,Bad Teacher ,160418,5547,296.0,English,USA,R,20000000.0,2011.0,5.7,16000,12,4,3
Harold Becker,43.0,113.0,17.0,14000.0,58571513.0,Mystery,Al Pacino,Sea of Love ,30213,15914,112.0,English,USA,R,19000000.0,1989.0,6.8,0,0,4,3
Mark Rosman,69.0,95.0,15.0,1000.0,51431160.0,Romance,Dan Byrd,A Cinderella Story ,62861,3092,232.0,English,USA,PG,20000000.0,2004.0,5.9,0,3,3,3
Wes Craven,242.0,103.0,0.0,611.0,103001286.0,Mystery,David Arquette,Scream ,222018,1212,869.0,English,USA,R,15000000.0,1996.0,7.2,11000,0,4,3
Steve Beck,149.0,91.0,17.0,1000.0,41867960.0,Horror,Shannon Elizabeth,Thir13en Ghosts ,65512,3023,478.0,English,USA,R,20000000.0,2001.0,5.5,0,11,4,3
Stanley Kubrick,253.0,146.0,0.0,888.0,48468407.52680933,Drama,Scatman Crothers,The Shining ,610333,2560,1320.0,English,USA,R,19000000.0,1980.0,8.4,37000,9,4,4
Robert Zemeckis,198.0,116.0,0.0,1000.0,210609762.0,Sci-Fi,Lea Thompson,Back to the Future ,732212,3230,809.0,English,USA,PG,19000000.0,1985.0,8.5,39000,6,3,4
William Malone,147.0,93.0,37.0,885.0,40846082.0,Horror,Jeffrey Combs,House on Haunted Hill ,45317,2872,536.0,English,USA,R,19000000.0,1999.0,5.6,0,11,4,3
Tyler Perry,36.0,113.0,0.0,607.0,51697449.0,Comedy,Eric Mendenhall,I Can Do Bad All by Myself ,8346,1465,59.0,English,USA,PG-13,13000000.0,2009.0,4.1,1000,12,1,2
Josh Gordon,181.0,101.0,8.0,544.0,27758465.0,Romance,Caroline Dhavernas,The Switch ,77987,1292,120.0,English,USA,PG-13,19000000.0,2010.0,6.1,0,3,1,3
Shawn Levy,97.0,95.0,189.0,500.0,56127162.0,Romance,Taran Killam,Just Married ,57479,2020,205.0,English,USA,PG-13,18000000.0,2003.0,5.4,0,3,1,3
Breck Eisner,308.0,101.0,42.0,991.0,39103378.0,Thriller,Radha Mitchell,The Crazies ,93272,2609,251.0,English,USA,R,20000000.0,2010.0,6.5,0,14,4,3
Brian Percival,252.0,131.0,33.0,876.0,21483154.0,War,Emily Watson,The Book Thief ,98741,1985,236.0,English,USA,PG-13,19000000.0,2013.0,7.6,53000,15,1,4
Sean Anders,102.0,129.0,51.0,948.0,8396942.0,Romance,Katrina Bowden,Sex Drive ,72715,4324,103.0,English,USA,R,19000000.0,2008.0,6.5,0,3,4,3
Anand Tucker,134.0,100.0,14.0,3000.0,12561.0,Romance,Adam Scott,Leap Year ,71276,4094,181.0,English,USA,PG,19000000.0,2010.0,6.4,13000,3,3,3
Michael Dowse,136.0,97.0,31.0,2000.0,6923891.0,Drama,Topher Grace,Take Me Home Tonight ,43867,5519,83.0,English,USA,R,23000000.0,2011.0,6.3,0,9,4,3
Daniel Barnz,102.0,121.0,33.0,1000.0,5308553.0,Drama,Holly Hunter,Won't Back Down ,5147,3260,37.0,English,USA,PG,39752620.43638761,2012.0,6.4,0,9,3,3
Emile Ardolino,10.0,92.0,22.0,2.0,2119994.0,Music,Darci Kistler,The Nutcracker ,1153,2,15.0,English,USA,G,19000000.0,1993.0,5.7,238,5,6,3
Andrew Douglas,220.0,90.0,15.0,87000.0,64255243.0,Mystery,Jimmy Bennett,The Amityville Horror ,80903,120797,518.0,English,USA,R,19000000.0,2005.0,6.0,0,0,4,3
Spike Jonze,241.0,81.0,0.0,12000.0,22245861.0,Drama,Nicolas Cage,Adaptation. ,143251,25489,710.0,English,USA,R,19000000.0,2002.0,7.7,0,9,4,4
Terry Gilliam,156.0,118.0,0.0,40000.0,10562387.0,Adventure,Johnny Depp,Fear and Loathing in Las Vegas ,213226,43105,648.0,English,USA,R,18500000.0,1998.0,7.7,15000,20,4,4
Ricky Gervais,192.0,100.0,0.0,3000.0,18439082.0,Fantasy,Jennifer Garner,The Invention of Lying ,94292,7252,287.0,English,USA,PG-13,18500000.0,2009.0,6.4,13000,13,1,3
Nicholas Stoller,351.0,97.0,89.0,920.0,150056505.0,Comedy,Craig Roberts,Neighbors ,216581,2771,397.0,English,USA,R,18000000.0,2014.0,6.4,21000,12,4,3
Chuck Russell,57.0,114.0,55.0,789.0,119938730.0,Crime,Peter Greene,The Mask ,265818,2085,213.0,English,USA,PG-13,18000000.0,1994.0,6.9,0,16,1,3
Penny Marshall,99.0,130.0,545.0,15000.0,114968774.0,Romance,Tom Hanks,Big ,153468,28018,204.0,English,USA,PG,18000000.0,1988.0,7.3,0,3,3,3
Larry Charles,343.0,82.0,119.0,332.0,128505958.0,Comedy,Luenell,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,297014,505,1198.0,English,USA,R,18000000.0,2006.0,7.3,0,12,4,3
Robert Luketic,163.0,96.0,126.0,2000.0,95001351.0,Romance,Linda Cardellini,Legally Blonde ,131801,4380,548.0,English,USA,PG-13,18000000.0,2001.0,6.2,0,3,1,3
Leonard Nimoy,110.0,105.0,12000.0,12000.0,76400000.0,Adventure,Leonard Nimoy,Star Trek III: The Search for Spock ,58743,14762,192.0,English,USA,PG,17000000.0,1984.0,6.6,0,20,3,3
Scott Derrickson,233.0,122.0,301.0,1000.0,75072454.0,Drama,Tom Wilkinson,The Exorcism of Emily Rose ,96569,2759,522.0,English,USA,PG-13,20000000.0,2005.0,6.7,0,9,1,3
Mike Mitchell,91.0,88.0,31.0,1000.0,65535067.0,Romance,Amy Poehler,Deuce Bigalow: Male Gigolo ,59380,2604,202.0,English,USA,R,17000000.0,1999.0,5.7,0,3,4,3
Vic Armstrong,169.0,110.0,179.0,12000.0,13998282.0,Mystery,Nicolas Cage,Left Behind ,24854,15044,374.0,English,USA,PG-13,16000000.0,2014.0,3.1,31000,0,1,2
Thomas Bezucha,142.0,103.0,15.0,723.0,6061759.0,Romance,Craig T. Nelson,The Family Stone ,49077,1615,475.0,English,USA,PG-13,17000000.0,2005.0,6.3,0,3,1,3
Kevin Rodney Sullivan,50.0,106.0,8.0,748.0,64955956.0,Drama,Harry Lennix,Barbershop 2: Back in Business ,10104,3956,69.0,English,USA,PG-13,18000000.0,2004.0,5.7,265,9,1,3
Terry Zwigoff,195.0,98.0,72.0,1000.0,60057639.0,Crime,Bernie Mac,Bad Santa ,107815,3151,485.0,English,USA,R,18000000.0,2003.0,7.1,10000,16,4,3
Jay Roach,129.0,68.0,116.0,8000.0,53868030.0,Comedy,Will Ferrell,Austin Powers: International Man of Mystery ,183425,10557,425.0,English,USA,PG-13,17000000.0,1997.0,7.0,0,12,1,3
Kirk Jones,156.0,94.0,52.0,567.0,59573085.0,Family,Nia Vardalos,My Big Fat Greek Wedding 2 ,13562,2259,103.0,English,USA,PG-13,18000000.0,2016.0,6.1,19000,4,1,3
David Bowers,103.0,99.0,42.0,975.0,52691009.0,Family,Zachary Gordon,Diary of a Wimpy Kid: Rodrick Rules ,18727,3567,45.0,English,USA,PG,21000000.0,2011.0,6.6,0,4,3,3
John McTiernan,217.0,107.0,323.0,1000.0,59735548.0,Sci-Fi,Shane Black,Predator ,290949,4223,629.0,English,USA,R,15000000.0,1987.0,7.8,13000,6,4,4
Milos Forman,134.0,180.0,869.0,692.0,51600000.0,Music,Jeffrey Jones,Amadeus ,270790,3076,549.0,English,USA,R,18000000.0,1984.0,8.3,16000,5,4,4
Nelson McCormick,146.0,89.0,29.0,2000.0,43818159.0,Mystery,Ming-Na Wen,Prom Night ,27664,4867,260.0,English,USA,PG-13,20000000.0,2008.0,3.9,1000,0,1,2
Mark Waters,159.0,97.0,70.0,2000.0,86049418.0,Comedy,Tina Fey,Mean Girls ,245989,5032,554.0,English,USA,PG-13,17000000.0,2004.0,7.0,0,12,1,3
Audrey Wells,111.0,113.0,22.0,727.0,43601508.0,Drama,Raoul Bova,Under the Tuscan Sun ,35718,1310,317.0,English,USA,PG-13,18000000.0,2003.0,6.7,0,9,1,3
Francis Ford Coppola,44.0,103.0,0.0,12000.0,41382841.0,Romance,Nicolas Cage,Peggy Sue Got Married ,27149,14672,96.0,English,USA,PG-13,18000000.0,1986.0,6.3,0,3,1,3
Alejandro G. Iñárritu,588.0,119.0,0.0,15000.0,42335698.0,Comedy,Emma Stone,Birdman or (The Unexpected Virtue of Ignorance) ,395087,21668,1101.0,English,USA,R,18000000.0,2014.0,7.8,114000,12,4,4
Woody Allen,415.0,98.0,11000.0,594.0,33404871.0,Drama,Sally Hawkins,Blue Jasmine ,150082,1353,384.0,English,USA,PG-13,18000000.0,2013.0,7.3,36000,9,1,3
Paul Greengrass,279.0,111.0,521.0,97.0,31471430.0,Drama,Christian Clemenson,United 93 ,83374,313,828.0,English,USA,R,15000000.0,2006.0,7.6,0,9,4,4
Bille Woodruff,97.0,94.0,23.0,2000.0,30222640.0,Music,Christian Monzon,Honey ,36666,4868,144.0,English,USA,PG-13,25000000.0,2003.0,5.3,0,5,1,3
Edward Zwick,60.0,122.0,380.0,18000.0,26830000.0,War,Denzel Washington,Glory ,101889,32930,365.0,English,USA,R,18000000.0,1989.0,7.9,0,15,4,4
Rick Friedberg,27.0,81.0,8.0,844.0,26906039.0,Comedy,Hulk Hogan,Spy Hard ,29621,2653,76.0,English,USA,PG-13,18000000.0,1996.0,5.3,588,12,1,3
John Carpenter,212.0,89.0,0.0,2000.0,21378000.0,Fantasy,Jamie Lee Curtis,The Fog ,46492,4877,335.0,English,USA,R,1000000.0,1980.0,6.8,7000,13,4,3
Sean McNamara,110.0,106.0,80.0,2000.0,43853424.0,Family,Dennis Quaid,Soul Surfer ,35514,5024,114.0,English,USA,PG,18000000.0,2011.0,7.1,15000,4,3,3
Mike Nichols,45.0,122.0,0.0,643.0,48468407.52680933,Comedy,Bob Newhart,Catch-22 ,17277,2032,124.0,English,USA,R,18000000.0,1970.0,7.2,0,12,4,3
Jody Hill,190.0,86.0,62.0,390.0,23993605.0,Comedy,Collette Wolfe,Observe and Report ,52467,727,248.0,English,USA,R,18000000.0,2009.0,5.8,0,12,4,3
Richard Fleischer,77.0,103.0,130.0,691.0,26400000.0,Adventure,Mako,Conan the Destroyer ,62009,2481,109.0,English,USA,PG,18000000.0,1984.0,5.8,2000,20,3,3
Martin Scorsese,151.0,121.0,17000.0,22000.0,45250.0,Drama,Robert De Niro,Raging Bull ,235133,23008,494.0,English,USA,R,18000000.0,1980.0,8.3,0,9,4,4
Brandon Camp,111.0,109.0,7.0,2000.0,22927390.0,Romance,Judy Greer,Love Happens ,25344,4947,77.0,English,USA,PG-13,18000000.0,2009.0,5.6,0,3,1,3
Barry Levinson,64.0,109.0,272.0,155.0,4250320.0,Fantasy,Nicholas Rowe,Young Sherlock Holmes ,14870,605,86.0,English,USA,PG-13,18000000.0,1985.0,6.8,0,13,1,3
Kevin Tancharoen,134.0,123.0,64.0,808.0,22452209.0,Musical,Kelsey Grammer,Fame ,14062,5734,82.0,English,USA,PG,18000000.0,2009.0,5.0,0,17,3,3
Danny Boyle,450.0,94.0,0.0,11000.0,18329466.0,Adventure,James Franco,127 Hours ,279179,11984,440.0,English,USA,R,18000000.0,2010.0,7.6,63000,20,4,4
Woody Allen,128.0,94.0,11000.0,11000.0,17071230.0,Comedy,Woody Allen,Small Time Crooks ,31169,23283,192.0,English,USA,PG,18000000.0,2000.0,6.7,812,12,3,3
Nicholas Hytner,68.0,115.0,13.0,757.0,17174870.0,Romance,Amanda Schull,Center Stage ,15817,1201,210.0,English,USA,PG-13,18000000.0,2000.0,6.7,0,3,1,3
Jessie Nelson,97.0,107.0,24.0,10000.0,26284475.0,Comedy,Olivia Wilde,Love the Coopers ,9051,10691,68.0,English,USA,PG-13,17000000.0,2015.0,5.7,0,12,1,3
Bart Freundlich,54.0,91.0,38.0,17000.0,16702864.0,Comedy,Kristen Stewart,Catch That Kid ,8023,18711,49.0,English,USA,PG,18000000.0,2004.0,5.2,591,12,3,3
Irwin Winkler,99.0,125.0,34.0,16000.0,15561627.0,Drama,Ian Somerhalder,Life as a House ,39105,21622,359.0,English,USA,R,18000000.0,2001.0,7.5,0,9,4,4
Miguel Arteta,192.0,90.0,44.0,12000.0,15281286.0,Romance,Steve Buscemi,Youth in Revolt ,64646,16004,105.0,English,USA,R,18000000.0,2009.0,6.5,0,3,4,3
William A. Fraker,25.0,98.0,28.0,372.0,8000000.0,Action,Jason Robards,The Legend of the Lone Ranger ,1400,927,41.0,English,USA,PG,18000000.0,1981.0,5.0,346,10,3,3
John Boorman,104.0,109.0,128.0,11000.0,13491653.0,Drama,Daniel Radcliffe,The Tailor of Panama ,23728,14995,213.0,English,USA,R,18000000.0,2001.0,6.1,813,9,4,3
Brian De Palma,120.0,107.0,0.0,517.0,48468407.52680933,Thriller,Nancy Allen,Blow Out ,27629,1067,149.0,English,USA,R,18000000.0,1981.0,7.4,2000,14,4,3
Courtney Solomon,146.0,90.0,31.0,210.0,10494494.0,Crime,Rebecca Budig,Getaway ,19586,676,109.0,English,USA,PG-13,18000000.0,2013.0,4.4,4000,16,1,2
Ang Lee,124.0,112.0,0.0,805.0,7837632.0,Drama,Joan Allen,The Ice Storm ,46396,1466,287.0,English,USA,R,18000000.0,1997.0,7.5,0,9,4,4
Rob Reiner,107.0,94.0,0.0,712.0,15155772.0,Romance,Yaya DaCosta,And So It Goes ,8895,1673,48.0,English,USA,PG-13,18000000.0,2014.0,5.7,3000,3,1,3
Jeff Kanew,11.0,105.0,6.0,723.0,8508843.0,Comedy,Craig T. Nelson,Troop Beverly Hills ,7470,2368,35.0,English,USA,PG,18000000.0,1989.0,5.5,0,12,3,3
Adrian Lyne,38.0,112.0,213.0,567.0,6734844.0,Drama,David Margulies,9½ Weeks ,29591,711,118.0,English,USA,R,17000000.0,1986.0,5.9,0,9,4,3
Matthew Robbins,60.0,108.0,25.0,1000.0,6000000.0,Fantasy,Ian McDiarmid,Dragonslayer ,10832,1263,102.0,English,USA,PG,18000000.0,1981.0,6.7,0,13,3,3
Tim Burton,148.0,127.0,13000.0,40000.0,5887457.0,Comedy,Johnny Depp,Ed Wood ,142416,56585,420.0,English,USA,R,18000000.0,1994.0,7.9,0,12,4,4
Jason Reitman,217.0,111.0,655.0,24000.0,13362308.0,Drama,J.K. Simmons,Labor Day ,31898,39307,111.0,English,USA,PG-13,18000000.0,2013.0,6.9,0,9,1,3
Hal Needham,40.0,99.0,379.0,456.0,5333658.0,Sci-Fi,Barry Bostwick,Megaforce ,2541,1356,54.0,English,USA,PG,20000000.0,1982.0,3.5,0,6,3,2
Woody Allen,128.0,108.0,11000.0,11000.0,3203044.0,Romance,Woody Allen,Anything Else ,25165,14843,155.0,English,USA,R,18000000.0,2003.0,6.4,827,3,4,3
Mike Marvin,70.0,93.0,28.0,1000.0,3500000.0,Romance,Clint Howard,The Wraith ,10082,2319,100.0,English,USA,R,2700000.0,1986.0,5.9,0,3,4,3
D.J. Caruso,79.0,103.0,154.0,1000.0,676698.0,Mystery,Adam Goldberg,The Salton Sea ,26730,4094,180.0,English,USA,R,18000000.0,2002.0,7.2,2000,0,4,3
Nimród Antal,103.0,93.0,190.0,364.0,3419967.0,Music,James Hetfield,Metallica Through the Never ,13359,1083,56.0,English,USA,R,39752620.43638761,2013.0,7.2,19000,5,4,3
Chuck Russell,23.0,92.0,55.0,1000.0,48468407.52680933,Action,Sam Trammell,I Am Wrath ,4510,3212,50.0,English,USA,R,18000000.0,2016.0,5.2,0,10,4,3
Greg Mottola,256.0,119.0,99.0,15000.0,121463226.0,Comedy,Emma Stone,Superbad ,422606,17584,555.0,English,USA,R,20000000.0,2007.0,7.6,0,12,4,4
Tyler Perry,44.0,103.0,0.0,923.0,90485233.0,Drama,Vanessa Ferlito,Madea Goes to Jail ,9544,3699,45.0,English,USA,PG-13,39752620.43638761,2009.0,4.1,804,9,1,2
Jon M. Chu,97.0,98.0,209.0,158.0,58006147.0,Musical,Cassie Ventura,Step Up 2: The Streets ,67653,816,108.0,English,USA,PG-13,23000000.0,2008.0,6.2,0,17,1,3
Cory Edwards,142.0,80.0,19.0,11000.0,51053787.0,Crime,Anne Hathaway,Hoodwinked! ,45900,14385,247.0,English,USA,PG,17500000.0,2005.0,6.5,0,16,3,3
Kasi Lemmons,40.0,93.0,148.0,549.0,7017178.0,Musical,Jennifer Hudson,Black Nativity ,1633,1373,17.0,English,USA,PG,17500000.0,2013.0,4.4,0,17,3,2
Brian A Miller,46.0,93.0,32.0,13000.0,48468407.52680933,Thriller,Bruce Willis,The Prince ,13133,16735,101.0,English,USA,R,18000000.0,2014.0,4.6,0,14,4,2
Matt Dillon,38.0,116.0,0.0,109.0,325491.0,Crime,Kirk Fox,City of Ghosts ,4387,245,67.0,English,USA,R,17500000.0,2002.0,6.0,204,16,4,3
Alejandro Amenábar,239.0,101.0,448.0,482.0,96471845.0,Thriller,Fionnula Flanagan,The Others ,268581,956,1109.0,English,USA,PG-13,17000000.0,2001.0,7.6,20000,14,1,4
James Cameron,250.0,154.0,0.0,2000.0,85200000.0,Action,Michael Biehn,Aliens ,488537,4228,1076.0,English,USA,R,18500000.0,1986.0,8.4,18000,10,4,4
Jim Gillespie,140.0,99.0,13.0,45000.0,72219395.0,Mystery,Muse Watson,I Know What You Did Last Summer ,105585,50284,419.0,English,USA,R,17000000.0,1997.0,5.6,0,0,4,3
Luke Greenfield,129.0,104.0,42.0,839.0,82389560.0,Comedy,Rob Riggle,Let's Be Cops ,106820,3627,147.0,English,USA,R,17000000.0,2014.0,6.5,14000,12,4,3
Alexander Payne,285.0,126.0,729.0,912.0,71502303.0,Comedy,Virginia Madsen,Sideways ,149966,2170,835.0,English,USA,R,12000000.0,2004.0,7.5,0,12,4,4
Jay Chandrasekhar,91.0,110.0,422.0,33000.0,19179969.0,Comedy,Chris Moss,Beerfest ,54710,35345,177.0,English,USA,R,17500000.0,2006.0,6.3,0,12,4,3
